original_concept_name_gm	diff_1_cc	diff_2_cc	concept_id	concept_name	diff_3_cc	diff_4_cn_who
Arthritis mutilans: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M07.11	M07.1	2005371	Arthritis mutilans	(null)	(null)
Sonstige näher bezeichnete Myopathien	G72.88	G72.8	2003158	Sonstige näher bezeichnete Myopathien	(null)	(null)
Entzündliche Polyarthropathie: Unterschenkel [Fibula, Tibia, Kniegelenk]	M06.46	M06.4	2005366	Entzündliche Polyarthropathie	(null)	(null)
Sonstige Synovitis und Tenosynovitis: Unterarm [Radius, Ulna, Handgelenk]	M65.83	M65.8	2005706	Sonstige Synovitis und Tenosynovitis	(null)	(null)
Sonstige Meniskusschädigungen: Hinterhorn des Innenmeniskus	M23.32	M23.3	2005496	Sonstige Meniskusschädigungen	(null)	(null)
Fraktur an einer nicht näher bezeichneten Körperregion: geschlossen oder o.n.A.	T14.20	T14.2	2009239	Fraktur an einer nicht näher bezeichneten Körperregion	(null)	(null)
Divertikulose des Darmes, Teil nicht näher bezeichnet, mit Perforation und Abszess, ohne Angabe einer Blutung	K57.80	K57.8	2004726	Divertikulose des Darmes, Teil nicht näher bezeichnet, mit Perforation und Abszess	(null)	(null)
Submandibularabszess ohne Angabe einer Ausbreitung nach mediastinal, parapharyngeal oder zervikal	K12.21	K12.2	2004528	Phlegmone und Abszess des Mundes	(null)	(null)
Sonstige näher bezeichnete Krankheiten des Weichteilgewebes: Mehrere Lokalisationen	M79.80	M79.8	2005796	Sonstige näher bezeichnete Krankheiten des Weichteilgewebes	(null)	(null)
Muskelkrankheit, nicht näher bezeichnet: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M62.94	M62.9	2005693	Muskelkrankheit, nicht näher bezeichnet	(null)	(null)
Verbrennungen von 40-49 % der Körperoberfläche: 10-19 % Verbrennungen 3. Grades	T31.41	T31.4	2009386	Verbrennungen von 40-49 % der Körperoberfläche	(null)	(null)
Sonstige arzneimittelinduzierte Osteomalazie bei Erwachsenen: Unterarm [Radius, Ulna, Handgelenk]	M83.53	M83.5	2005827	Sonstige arzneimittelinduzierte Osteomalazie bei Erwachsenen	(null)	(null)
Juvenile Arthritis bei Crohn-Krankheit [Enteritis regionalis]: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M09.18	M09.1	2005387	Juvenile Arthritis bei Crohn-Krankheit [Enteritis regionalis]	(null)	(null)
Nicht näher bezeichneter Diabetes mellitus: Mit sonstigen näher bezeichneten Komplikationen: Als entgleist bezeichnet	E14.61	E14.6	2002082	Nicht näher bezeichneter Diabetes mellitus: Mit sonstigen näher bezeichneten Komplikationen	(null)	(null)
Knochennekrose bei sonstigen anderenorts klassifizierten Krankheiten: Mehrere Lokalisationen	M90.50	M90.5	2005885	Knochennekrose bei sonstigen anderenorts klassifizierten Krankheiten	(null)	(null)
Sonstige sekundäre Arthrose: Nicht näher bezeichnete Lokalisation	M19.29	M19.2	2005462	Sonstige sekundäre Arthrose	(null)	(null)
Sonstige Ossifikation von Muskeln: Unterarm [Radius, Ulna, Handgelenk]	M61.53	M61.5	2005682	Sonstige Ossifikation von Muskeln	(null)	(null)
Umschriebenes zerebrales Hämatom	S06.33	S06.3	2008510	Umschriebene Hirnverletzung	(null)	(null)
Chronische obstruktive Lungenkrankheit, nicht näher bezeichnet: FEV1 >= 70 % des Sollwertes	J44.93	J44.9	2004307	Chronische obstruktive Lungenkrankheit, nicht näher bezeichnet	(null)	(null)
Gicht durch Nierenfunktionsstörung: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M10.37	M10.3	2005394	Gicht durch Nierenfunktionsstörung	(null)	(null)
Vaskulitis bei juveniler Arthritis: Nicht näher bezeichnete Lokalisation	M08.79	M08.7	(null)	(null)	M08	Juvenile Arthritis
Weichteilschaden II. Grades bei geschlossener Fraktur oder Luxation des Unterarmes	S51.85	S51.8	2008818	Offene Wunde sonstiger Teile des Unterarmes	(null)	(null)
Juvenile Arthritis bei sonstigen anderenorts klassifizierten Krankheiten: Nicht näher bezeichnete Lokalisation	M09.89	M09.8	2005389	Juvenile Arthritis bei sonstigen anderenorts klassifizierten Krankheiten	(null)	(null)
Unterschiedliche Extremitätenlänge (erworben): Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M21.71	M21.7	2005481	Unterschiedliche Extremitätenlänge (erworben)	(null)	(null)
Sonstige oberflächliche Verletzungen des Unterarmes: Oberflächlicher Fremdkörper (Splitter)	S50.84	S50.8	2008813	Sonstige oberflächliche Verletzungen des Unterarmes	(null)	(null)
Hypertonie als Folge von endokrinen Krankheiten: Mit Angabe einer hypertensiven Krise	I15.21	I15.2	2003749	Hypertonie als Folge von endokrinen Krankheiten	(null)	(null)
Akute Monoblasten/Monozytenleukämie: In kompletter Remission	C93.01	C93.0	2012191	Akute Monoblasten-/Monozytenleukämie	(null)	(null)
Sonstiger Priapismus	N48.38	N48.3	2006214	Priapismus	(null)	(null)
Embolie und Thrombose sonstiger näher bezeichneter Venen	I82.88	I82.8	2004094	Embolie und Thrombose sonstiger näher bezeichneter Venen	(null)	(null)
Verbrennungen von 90 % oder mehr der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verbrennungen 3. Grades	T31.90	T31.9	2009391	Verbrennungen von 90 % oder mehr der Körperoberfläche	(null)	(null)
Spondylopathie, nicht näher bezeichnet: Sakral- und Sakrokokzygealbereich	M48.98	M48.9	2005629	Spondylopathie, nicht näher bezeichnet	(null)	(null)
Spondylitis hyperostotica [Forestier-Ott]: Zervikothorakalbereich	M48.13	M48.1	2005623	Spondylitis hyperostotica [Forestier-Ott]	(null)	(null)
Varusdeformität, anderenorts nicht klassifiziert: Unterarm [Radius, Ulna, Handgelenk]	M21.13	M21.1	2005475	Varusdeformität, anderenorts nicht klassifiziert	(null)	(null)
Postmenopausale Osteoporose: Mehrere Lokalisationen	M81.00	M81.0	2005808	Postmenopausale Osteoporose	(null)	(null)
Spontanruptur von nicht näher bezeichneten Sehnen: Mehrere Lokalisationen	M66.50	M66.5	2005714	Spontanruptur von nicht näher bezeichneten Sehnen	(null)	(null)
Hernia inguinalis, einseitig oder ohne Seitenangabe, mit Gangrän: Nicht als Rezidivhernie bezeichnet	K40.40	K40.4	2004649	Hernia inguinalis, einseitig oder ohne Seitenangabe, mit Gangrän	(null)	(null)
Flexionsdeformität: Nicht näher bezeichnete Lokalisation	M21.29	M21.2	2005476	Flexionsdeformität	(null)	(null)
Nicht primär insulinabhängiger Diabetes mellitus [Typ-2-Diabetes]: Mit sonstigen näher bezeichneten Komplikationen: Als entgleist bezeichnet	E11.61	E11.6	2002049	Nicht primär insulinabhängiger Diabetes mellitus [Typ-2-Diabetes]: Mit sonstigen näher bezeichneten Komplikationen	(null)	(null)
Sonstige Muskelkrankheiten bei anderenorts klassifizierten Krankheiten: Unterschenkel [Fibula, Tibia, Kniegelenk]	M63.86	M63.8	2005699	Sonstige Muskelkrankheiten bei anderenorts klassifizierten Krankheiten	(null)	(null)
Traumatische Myositis ossificans: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M61.04	M61.0	2005677	Traumatische Myositis ossificans	(null)	(null)
Spondylitis ankylosans: Okzipito-Atlanto-Axialbereich	M45.01	M45.0	(null)	(null)	M45	Spondylitis ankylosans
Enterococcus faecium mit Resistenz gegen Glykopeptid-Antibiotika, Oxazolidinone oder Streptogramine oder mit High-Level-Aminoglykosid-Resistenz	U80.3	U80	(null)	(null)	(null)	(null)
Enterokolitis durch Clostridium difficile ohne Megakolon, mit sonstigen Organkomplikationen	A04.71	A04.7	2000032	Enterokolitis durch Clostridium difficile	(null)	(null)
Verätzung Grad 2a des Rumpfes: Bauchdecke	T21.63	T21.6	2009294	Verätzung 2. Grades des Rumpfes	(null)	(null)
Osteoporose, nicht näher bezeichnet: Unterarm [Radius, Ulna, Handgelenk]	M81.93	M81.9	2005816	Osteoporose, nicht näher bezeichnet	(null)	(null)
Verbliebener Fremdkörper im Weichteilgewebe: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M79.55	M79.5	2005793	Verbliebener Fremdkörper im Weichteilgewebe	(null)	(null)
Prolymphozyten-Leukämie vom T-Zell-Typ: In kompletter Remission	C91.61	C91.6	2001413	Prolymphozyten-Leukämie vom T-Zell-Typ	(null)	(null)
Sonstige chronische Osteomyelitis: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M86.65	M86.6	2005855	Sonstige chronische Osteomyelitis	(null)	(null)
Postmenopausale Osteoporose: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M81.08	M81.0	2005808	Postmenopausale Osteoporose	(null)	(null)
Sonstige näher bezeichnete entzündliche Spondylopathien: Lumbosakralbereich	M46.87	M46.8	2005613	Sonstige näher bezeichnete entzündliche Spondylopathien	(null)	(null)
Sonstige näher bezeichnete sekundäre pulmonale Hypertonie	I27.28	I27.2	2003799	Sonstige näher bezeichnete sekundäre pulmonale Hypertonie	(null)	(null)
Sonstige psoriatische Arthritiden: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M07.35	M07.3	2005373	Sonstige psoriatische Arthritiden	(null)	(null)
Arteria-vertebralis-Syndrom mit Basilaris-Symptomatik: Komplette Rückbildung innerhalb von weniger als 1 Stunde	G45.03	G45.0	2003016	Arteria-vertebralis-Syndrom mit Basilaris-Symptomatik	(null)	(null)
Arthritis bei Mykosen: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M01.61	M01.6	2005340	Arthritis bei Mykosen	(null)	(null)
Traumatische Myositis ossificans: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M61.08	M61.0	2005677	Traumatische Myositis ossificans	(null)	(null)
Sonstige und nicht näher bezeichnete Kyphose: Zervikalbereich	M40.22	M40.2	2005578	Sonstige und nicht näher bezeichnete Kyphose	(null)	(null)
Verbrennung 1. Grades des Rumpfes: Bauchdecke	T21.13	T21.1	2009289	Verbrennung 1. Grades des Rumpfes	(null)	(null)
Oberflächliche Verletzung sonstiger Teile des Kopfes: Prellung	S00.85	S00.8	2008454	Oberflächliche Verletzung sonstiger Teile des Kopfes	(null)	(null)
Atemnotsyndrom des Erwachsenen [ARDS]: Schweres Atemnotsyndrom des Erwachsenen [ARDS]	J80.03	J80.0	(null)	(null)	J80	Atemnotsyndrom des Erwachsenen [ARDS]
Sonstige oberflächliche Verletzungen des Augenlides und der Periokularregion: Oberflächlicher Fremdkörper (Splitter)	S00.24	S00.2	2008449	Sonstige oberflächliche Verletzungen des Augenlides und der Periokularregion	(null)	(null)
Sonstige Muskelkrankheiten bei anderenorts klassifizierten Krankheiten: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M63.84	M63.8	2005699	Sonstige Muskelkrankheiten bei anderenorts klassifizierten Krankheiten	(null)	(null)
Weichteilschaden I. Grades bei offener Fraktur oder Luxation des Unterarmes	S51.87	S51.8	2008818	Offene Wunde sonstiger Teile des Unterarmes	(null)	(null)
Hämorrhagische Diathese durch Vermehrung von Antikörpern gegen Faktor VIII	D68.31	D68.3	2001882	Hämorrhagische Diathese durch Antikoagulanzien und Antikörper	(null)	(null)
Sonstige angeborene Fistel des Kreislaufsystems	Q28.81	Q28.8	2007542	Sonstige näher bezeichnete angeborene Fehlbildungen des Kreislaufsystems	(null)	(null)
Chondromalazie: Mehrere Lokalisationen	M94.20	M94.2	2005916	Chondromalazie	(null)	(null)
Knochennekrose bei Caissonkrankheit: Oberarm [Humerus, Ellenbogengelenk]	M90.32	M90.3	2005883	Knochennekrose bei Caissonkrankheit	(null)	(null)
Thrombose, Phlebitis und Thrombophlebitis sonstiger tiefer Gefäße der unteren Extremitäten	I80.28	I80.2	2004084	Thrombose, Phlebitis und Thrombophlebitis sonstiger tiefer Gefäße der unteren Extremitäten	(null)	(null)
Krankheit des Weichteilgewebes, nicht näher bezeichnet: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M79.97	M79.9	2005797	Krankheit des Weichteilgewebes, nicht näher bezeichnet	(null)	(null)
Arthritis bei Mykosen: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M01.65	M01.6	2005340	Arthritis bei Mykosen	(null)	(null)
Sonstige näher bezeichnete Bursopathien: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M71.88	M71.8	2005744	Sonstige näher bezeichnete Bursopathien	(null)	(null)
Interstitielle Myositis: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M60.15	M60.1	2005672	Interstitielle Myositis	(null)	(null)
Arthritis, nicht näher bezeichnet: Unterarm [Radius, Ulna, Handgelenk]	M13.93	M13.9	2005415	Arthritis, nicht näher bezeichnet	(null)	(null)
Bandscheibeninfektion (pyogen): Thorakalbereich	M46.34	M46.3	2005610	Bandscheibeninfektion (pyogen)	(null)	(null)
Juvenile Arthritis bei Crohn-Krankheit [Enteritis regionalis]: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M09.17	M09.1	2005387	Juvenile Arthritis bei Crohn-Krankheit [Enteritis regionalis]	(null)	(null)
Reaktive Arthritis, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation	M02.99	M02.9	2005348	Reaktive Arthritis, nicht näher bezeichnet	(null)	(null)
Sonstige näher bezeichnete Krankheiten des Weichteilgewebes: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M79.88	M79.8	2005796	Sonstige näher bezeichnete Krankheiten des Weichteilgewebes	(null)	(null)
Hypertrophie des Knochens: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M89.38	M89.3	2005873	Hypertrophie des Knochens	(null)	(null)
Osteophyt: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M25.77	M25.7	2005521	Osteophyt	(null)	(null)
Erworbene Deformität einer Extremität, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation	M21.99	M21.9	2005483	Erworbene Deformität einer Extremität, nicht näher bezeichnet	(null)	(null)
Arzneimittelinduzierte Osteoporose mit pathologischer Fraktur: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M80.44	M80.4	2005803	Arzneimittelinduzierte Osteoporose mit pathologischer Fraktur	(null)	(null)
Frakturen mit Beteiligung mehrerer Regionen einer oberen Extremität: offen	T02.21	T02.2	2009159	Frakturen mit Beteiligung mehrerer Regionen einer oberen Extremität	(null)	(null)
Sonstige näher bezeichnete Knorpelkrankheiten: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M94.85	M94.8	2005918	Sonstige näher bezeichnete Knorpelkrankheiten	(null)	(null)
Weichteilschaden III. Grades bei offener Fraktur oder Luxation des Oberarmes	S41.89	S41.8	2008755	Offene Wunde sonstiger und nicht näher bezeichneter Teile des Schultergürtels	(null)	(null)
Rheumaknoten: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M06.38	M06.3	2005365	Rheumaknoten	(null)	(null)
Sonstige näher bezeichnete entzündliche Spondylopathien: Lumbalbereich	M46.86	M46.8	2005613	Sonstige näher bezeichnete entzündliche Spondylopathien	(null)	(null)
Stadium 3 der akuten Haut-Graft-versus-Host-Krankheit	L99.13	L99.1	(null)	(null)	L99	Sonstige Krankheiten der Haut und der Unterhaut bei anderenorts klassifizierten Krankheiten
Gicht, nicht näher bezeichnet: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M10.97	M10.9	2005396	Gicht, nicht näher bezeichnet	(null)	(null)
Sonstige sekundäre Skoliose: Nicht näher bezeichnete Lokalisation	M41.59	M41.5	2005588	Sonstige sekundäre Skoliose	(null)	(null)
Spondylolyse: Lumbalbereich	M43.06	M43.0	2005596	Spondylolyse	(null)	(null)
Trimalleolarfraktur	S82.82	S82.8	2009026	Frakturen sonstiger Teile der Unterschenkels	(null)	(null)
Pathologische Fraktur, anderenorts nicht klassifiziert: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M84.45	M84.4	2005835	Pathologische Fraktur, anderenorts nicht klassifiziert	(null)	(null)
Oberflächliche Verletzung der oberen Extremität, Höhe nicht näher bezeichnet: Schürfwunde	T11.01	T11.0	2009216	Oberflächliche Verletzung der oberen Extremität, Höhe nicht näher bezeichnet	(null)	(null)
Traumatische Spondylopathie: Sakral- und Sakrokokzygealbereich	M48.38	M48.3	2005625	Traumatische Spondylopathie	(null)	(null)
Spondylose, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation	M47.99	M47.9	2005620	Spondylose, nicht näher bezeichnet	(null)	(null)
Kalzifikation und Ossifikation von Muskeln bei Verbrennungen: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M61.38	M61.3	2005680	Kalzifikation und Ossifikation von Muskeln bei Verbrennungen	(null)	(null)
Diabetes mellitus, Typ 2: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, nicht als entgleist bezeichnet	E11.74	E11.7	2002050	Nicht primär insulinabhängiger Diabetes mellitus [Typ-2-Diabetes]: Mit multiplen Komplikationen	(null)	(null)
Nicht primär insulinabhängiger Diabetes mellitus [Typ-2-Diabetes]: Mit Nierenkomplikationen: Als entgleist bezeichnet	E11.21	E11.2	2012208	Diabetes mellitus, Typ 2: Mit Nierenkomplikationen	(null)	(null)
Oberflächliche Verletzung der unteren Extremität, Höhe nicht näher bezeichnet: Oberflächlicher Fremdkörper (Splitter)	T13.04	T13.0	2009227	Oberflächliche Verletzung der unteren Extremität, Höhe nicht näher bezeichnet	(null)	(null)
Entzündliche Polyarthropathie: Nicht näher bezeichnete Lokalisation	M06.49	M06.4	2005366	Entzündliche Polyarthropathie	(null)	(null)
Knochennekrose, nicht näher bezeichnet: Unterarm [Radius, Ulna, Handgelenk]	M87.93	M87.9	2005864	Knochennekrose, nicht näher bezeichnet	(null)	(null)
Erworbene Deformität einer Extremität, nicht näher bezeichnet: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M21.94	M21.9	2005483	Erworbene Deformität einer Extremität, nicht näher bezeichnet	(null)	(null)
Unterschiedliche Extremitätenlänge (erworben): Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M21.77	M21.7	2005481	Unterschiedliche Extremitätenlänge (erworben)	(null)	(null)
Intravenöser Konsum von Heroin	U69.30	U69.3	(null)	(null)	U69	(null)
Nicht primär insulinabhängiger Diabetes mellitus [Typ-2-Diabetes]: Ohne Komplikationen: Als entgleist bezeichnet	E11.91	E11.9	2012215	Diabetes mellitus, Typ 2: Ohne Komplikationen	(null)	(null)
Nichtvereinigung der Frakturenden [Pseudarthrose]: Mehrere Lokalisationen	M84.10	M84.1	2005832	Nichtvereinigung der Frakturenden [Pseudarthrose]	(null)	(null)
Muskelschwund und -atrophie, anderenorts nicht klassifiziert: Mehrere Lokalisationen	M62.50	M62.5	2005690	Muskelschwund und -atrophie, anderenorts nicht klassifiziert	(null)	(null)
Maligne essentielle Hypertonie: Mit Angabe einer hypertensiven Krise	I10.11	I10.1	(null)	(null)	I10	Essentielle (primäre) Hypertonie
Spondylopathie bei sonstigen anderenorts klassifizierten infektiösen und parasitären Krankheiten: Zervikalbereich	M49.32	M49.3	2005634	Spondylopathie bei sonstigen anderenorts klassifizierten infektiösen und parasitären Krankheiten	(null)	(null)
Arthritis nach Meningokokkeninfektion: Oberarm [Humerus, Ellenbogengelenk]	M03.02	M03.0	2005350	Arthritis nach Meningokokkeninfektion	(null)	(null)
Sonstige Fibromatosen: Nicht näher bezeichnete Lokalisation	M72.89	M72.8	2005752	Sonstige Fibromatosen	(null)	(null)
Sonstige sekundäre Skoliose: Zervikothorakalbereich	M41.53	M41.5	2005588	Sonstige sekundäre Skoliose	(null)	(null)
Juvenile Arthritis bei Psoriasis: Oberarm [Humerus, Ellenbogengelenk]	M09.02	M09.0	2005386	Juvenile Arthritis bei Psoriasis	(null)	(null)
Verletzung des Pankreas: Körper	S36.22	S36.2	2008716	Verletzung des Pankreas	(null)	(null)
Spinale Enthesopathie: Zervikalbereich	M46.02	M46.0	2005607	Spinale Enthesopathie	(null)	(null)
Stenose des Spinalkanals durch Bandscheiben: Kopfbereich [okzipitozervikal]	M99.50	M99.5	2005945	Stenose des Spinalkanals durch Bandscheiben	(null)	(null)
